ticker,cik,filing_date,link,long_term_outlook
MAT,63276,08-03-2005,https://www.sec.gov/Archives/edgar/data/63276/000119312505044603/0001193125-05-044603.txt,0
VMC,1396009,28-02-2013,https://www.sec.gov/Archives/edgar/data/1396009/000119312513084128/0001193125-13-084128.txt,1
KMI,1506307,10-02-2017,https://www.sec.gov/Archives/edgar/data/1506307/000150630717000008/0001506307-17-000008.txt,0
CI,701221,26-02-2015,https://www.sec.gov/Archives/edgar/data/701221/000104746915001276/0001047469-15-001276.txt,1
FOSL,883569,04-03-2009,https://www.sec.gov/Archives/edgar/data/883569/000104746909002227/0001047469-09-002227.txt,1
LUK,96223,06-03-2002,https://www.sec.gov/Archives/edgar/data/96223/000009622302000003/0000096223-02-000003.txt,1
SNI,1430602,03-03-2014,https://www.sec.gov/Archives/edgar/data/1430602/000119312514080590/0001193125-14-080590.txt,0
CHK,895126,29-02-2008,https://www.sec.gov/Archives/edgar/data/895126/000119312508043772/0001193125-08-043772.txt,0
SYK,310764,28-02-2007,https://www.sec.gov/Archives/edgar/data/310764/000031076407000062/0000310764-07-000062.txt,1
MO,764180,12-03-2004,https://www.sec.gov/Archives/edgar/data/764180/000119312504040664/0001193125-04-040664.txt,1
DOW,29915,26-03-1998,https://www.sec.gov/Archives/edgar/data/29915/0000029915-98-000034.txt,0
DTE,936340,01-03-2007,https://www.sec.gov/Archives/edgar/data/936340/000095012407001240/0000950124-07-001240.txt,0
AMZN,1018724,11-03-2005,https://www.sec.gov/Archives/edgar/data/1018724/000119312505047032/0001193125-05-047032.txt,1
LRCX,707549,12-09-2002,https://www.sec.gov/Archives/edgar/data/707549/000070754902000010/0000707549-02-000010.txt,0
CERN,804753,18-03-2004,https://www.sec.gov/Archives/edgar/data/804753/000095013704001988/0000950137-04-001988.txt,1
MPC,1510295,24-02-2017,https://www.sec.gov/Archives/edgar/data/1510295/000151029517000017/0001510295-17-000017.txt,1
DG,29534,22-03-2016,https://www.sec.gov/Archives/edgar/data/29534/000104746916011420/0001047469-16-011420.txt,1
SHW,89800,13-03-2003,https://www.sec.gov/Archives/edgar/data/89800/000095015203002867/0000950152-03-002867.txt,1
DNR,945764,12-03-2004,https://www.sec.gov/Archives/edgar/data/945764/000089907804000220/0000899078-04-000220.txt,1
LMT,936468,19-03-1998,https://www.sec.gov/Archives/edgar/data/936468/0000950109-98-001869.txt,0
CCL,815097,30-01-2012,https://www.sec.gov/Archives/edgar/data/815097/000119312512028375/0001193125-12-028375.txt,1
DNR,945764,01-03-2010,https://www.sec.gov/Archives/edgar/data/945764/000095012310019490/0000950123-10-019490.txt,1
VNO,899689,13-02-2017,https://www.sec.gov/Archives/edgar/data/899689/000089968917000004/0000899689-17-000004.txt,0
AIZ,1267238,01-03-2007,https://www.sec.gov/Archives/edgar/data/1267238/000119312507044409/0001193125-07-044409.txt,1
JWN,72333,31-03-1998,https://www.sec.gov/Archives/edgar/data/72333/0000072333-98-000004.txt,1
KO,21344,29-03-1999,https://www.sec.gov/Archives/edgar/data/21344/0000021344-99-000005.txt,0
LUV,92380,09-02-2012,https://www.sec.gov/Archives/edgar/data/92380/000119312512049647/0001193125-12-049647.txt,1
LRCX,707549,26-08-2014,https://www.sec.gov/Archives/edgar/data/707549/000119312514321759/0001193125-14-321759.txt,1
MCO,1059556,01-03-2006,https://www.sec.gov/Archives/edgar/data/1059556/000119312506041923/0001193125-06-041923.txt,1
L,60086,27-03-2003,https://www.sec.gov/Archives/edgar/data/60086/000006008603000017/0000060086-03-000017.txt,1
DE,315189,16-12-2013,https://www.sec.gov/Archives/edgar/data/315189/000110465913090354/0001104659-13-090354.txt,1
NEE,1603145,23-02-2017,https://www.sec.gov/Archives/edgar/data/1603145/000160314517000013/0001603145-17-000013.txt,1
FISV,798354,28-02-2003,https://www.sec.gov/Archives/edgar/data/798354/000095013103001033/0000950131-03-001033.txt,1
TWX,1105705,15-03-2004,https://www.sec.gov/Archives/edgar/data/1105705/000095014404002438/0000950144-04-002438.txt,1
AMZN,1018724,17-02-2006,https://www.sec.gov/Archives/edgar/data/1018724/000119312506034166/0001193125-06-034166.txt,0
MAT,63276,28-03-2002,https://www.sec.gov/Archives/edgar/data/63276/000089843002001098/0000898430-02-001098.txt,1
ATI,1018963,26-02-2016,https://www.sec.gov/Archives/edgar/data/1018963/000101896316000049/0001018963-16-000049.txt,1
WM,823768,14-02-2013,https://www.sec.gov/Archives/edgar/data/823768/000119312513058892/0001193125-13-058892.txt,1
SIAL,90185,30-03-1995,https://www.sec.gov/Archives/edgar/data/90185/0000090185-95-000017.txt,1
PX,884905,10-03-2003,https://www.sec.gov/Archives/edgar/data/884905/000095015903000198/0000950159-03-000198.txt,1
ADP,8670,04-08-2017,https://www.sec.gov/Archives/edgar/data/8670/000000867017000010/0000008670-17-000010.txt,1
DTE,936340,07-03-2008,https://www.sec.gov/Archives/edgar/data/936340/000095012408001093/0000950124-08-001093.txt,0
AN,350698,28-02-2003,https://www.sec.gov/Archives/edgar/data/350698/000095014403002512/0000950144-03-002512.txt,1
EFX,33185,28-03-2003,https://www.sec.gov/Archives/edgar/data/33185/000093176303000722/0000931763-03-000722.txt,1
LLTC,791907,24-09-1999,https://www.sec.gov/Archives/edgar/data/791907/0000950005-99-000842.txt,1
MAT,63276,25-02-2015,https://www.sec.gov/Archives/edgar/data/63276/000119312515062193/0001193125-15-062193.txt,0
NWL,814453,13-03-1996,https://www.sec.gov/Archives/edgar/data/814453/0000895813-96-000011.txt,1
IBM,51143,28-03-1994,https://www.sec.gov/Archives/edgar/data/51143/0000950112-94-000794.txt,1
GD,40533,18-03-1998,https://www.sec.gov/Archives/edgar/data/40533/0000950133-98-000793.txt,1
UTX,101829,10-02-2011,https://www.sec.gov/Archives/edgar/data/101829/000119312511029695/0001193125-11-029695.txt,0
LUK,96223,29-03-2000,https://www.sec.gov/Archives/edgar/data/96223/0000909518-00-000210.txt,1
LB,701985,23-03-2012,https://www.sec.gov/Archives/edgar/data/701985/000070198512000021/0000701985-12-000021.txt,1
ADM,7084,28-09-2001,https://www.sec.gov/Archives/edgar/data/7084/000000708401500047/0000007084-01-500047.txt,0
SNI,1430602,25-02-2016,https://www.sec.gov/Archives/edgar/data/1430602/000156459016013418/0001564590-16-013418.txt,1
KR,56873,30-03-2010,https://www.sec.gov/Archives/edgar/data/56873/000110465910017258/0001104659-10-017258.txt,1
DNR,945764,20-03-1997,https://www.sec.gov/Archives/edgar/data/945764/0000899078-97-000054.txt,1
XRAY,818479,01-03-2017,https://www.sec.gov/Archives/edgar/data/818479/000081847917000007/0000818479-17-000007.txt,1
DFS,1393612,28-01-2010,https://www.sec.gov/Archives/edgar/data/1393612/000119312510014549/0001193125-10-014549.txt,1
R,85961,26-03-2001,https://www.sec.gov/Archives/edgar/data/85961/000095017001000394/0000950170-01-000394.txt,1
LLTC,791907,12-09-2003,https://www.sec.gov/Archives/edgar/data/791907/000095000503000920/0000950005-03-000920.txt,1
WHR,106640,13-02-2017,https://www.sec.gov/Archives/edgar/data/106640/000010664017000013/0000106640-17-000013.txt,0
DIS,1001039,13-12-2004,https://www.sec.gov/Archives/edgar/data/1001039/000095012904009716/0000950129-04-009716.txt,1
AGN,850693,25-02-2014,https://www.sec.gov/Archives/edgar/data/850693/000085069314000002/0000850693-14-000002.txt,1
KEY,91576,28-02-2017,https://www.sec.gov/Archives/edgar/data/91576/000009157617000013/0000091576-17-000013.txt,1
BA,12927,14-02-2014,https://www.sec.gov/Archives/edgar/data/12927/000001292714000004/0000012927-14-000004.txt,0
HIG,874766,23-03-2001,https://www.sec.gov/Archives/edgar/data/874766/000094857201000009/0000948572-01-000009.txt,0
HIG,874766,26-02-2016,https://www.sec.gov/Archives/edgar/data/874766/000087476616000046/0000874766-16-000046.txt,1
DFS,1393612,28-01-2009,https://www.sec.gov/Archives/edgar/data/1393612/000119312509013205/0001193125-09-013205.txt,1
PNR,77360,26-02-2008,https://www.sec.gov/Archives/edgar/data/77360/000095013708002776/0000950137-08-002776.txt,0
MCO,1059556,27-02-2012,https://www.sec.gov/Archives/edgar/data/1059556/000119312512081639/0001193125-12-081639.txt,1
AGN,850693,14-03-2003,https://www.sec.gov/Archives/edgar/data/850693/000089256903000654/0000892569-03-000654.txt,1
WHR,106640,04-03-2005,https://www.sec.gov/Archives/edgar/data/106640/000119312505042422/0001193125-05-042422.txt,1
MRO,101778,28-02-2014,https://www.sec.gov/Archives/edgar/data/101778/000010177814000014/0000101778-14-000014.txt,0
DG,29534,22-03-2011,https://www.sec.gov/Archives/edgar/data/29534/000002953411000004/0000029534-11-000004.txt,1
GPC,40987,26-02-2010,https://www.sec.gov/Archives/edgar/data/40987/000095012310017728/0000950123-10-017728.txt,1
WFC,72971,26-02-2014,https://www.sec.gov/Archives/edgar/data/72971/000007297114000337/0000072971-14-000337.txt,1
APH,820313,16-03-2006,https://www.sec.gov/Archives/edgar/data/820313/000110465906016969/0001104659-06-016969.txt,1
PBI,78814,13-03-2006,https://www.sec.gov/Archives/edgar/data/78814/000120677406000420/0001206774-06-000420.txt,1
CAT,18230,16-02-2016,https://www.sec.gov/Archives/edgar/data/18230/000001823016000410/0000018230-16-000410.txt,1
TMK,320335,25-03-1997,https://www.sec.gov/Archives/edgar/data/320335/0000950109-97-002410.txt,1
ETR,65984,10-03-1998,https://www.sec.gov/Archives/edgar/data/65984/0000065984-98-000014.txt,1
TDC,816761,02-03-2009,https://www.sec.gov/Archives/edgar/data/816761/000119312509042599/0001193125-09-042599.txt,1
BMS,11199,17-02-2017,https://www.sec.gov/Archives/edgar/data/11199/000001119917000011/0000011199-17-000011.txt,1
R,85961,12-02-2008,https://www.sec.gov/Archives/edgar/data/85961/000095014408000905/0000950144-08-000905.txt,0
PCG,1004980,17-04-2001,https://www.sec.gov/Archives/edgar/data/1004980/000092962401500037/0000929624-01-500037.txt,0
FL,850209,28-03-2011,https://www.sec.gov/Archives/edgar/data/850209/000114420411017589/0001144204-11-017589.txt,1
CERN,804753,22-02-2010,https://www.sec.gov/Archives/edgar/data/804753/000095012310015243/0000950123-10-015243.txt,1
AGN,850693,28-02-2008,https://www.sec.gov/Archives/edgar/data/850693/000089256908000184/0000892569-08-000184.txt,0
EBAY,1065088,31-03-2003,https://www.sec.gov/Archives/edgar/data/1065088/000089161803001538/0000891618-03-001538.txt,1
XRX,108772,21-02-2013,https://www.sec.gov/Archives/edgar/data/108772/000010877213000006/0000108772-13-000006.txt,1
PBCT,1378946,13-04-2007,https://www.sec.gov/Archives/edgar/data/1378946/000119312507080878/0001193125-07-080878.txt,0
SYMC,849399,16-05-2014,https://www.sec.gov/Archives/edgar/data/849399/000119312514202922/0001193125-14-202922.txt,1
LLTC,791907,18-09-2002,https://www.sec.gov/Archives/edgar/data/791907/000095000502000907/0000950005-02-000907.txt,0
PBI,78814,09-03-2004,https://www.sec.gov/Archives/edgar/data/78814/000120677404000120/0001206774-04-000120.txt,1
KEY,91576,12-03-2004,https://www.sec.gov/Archives/edgar/data/91576/000095015204001877/0000950152-04-001877.txt,1
AN,350698,17-02-2010,https://www.sec.gov/Archives/edgar/data/350698/000119312510033229/0001193125-10-033229.txt,1
MSFT,789019,27-09-1996,https://www.sec.gov/Archives/edgar/data/789019/0000891020-96-001130.txt,1
HRB,12659,19-06-2014,https://www.sec.gov/Archives/edgar/data/12659/000157484214000031/0001574842-14-000031.txt,1
MMC,62709,27-02-2014,https://www.sec.gov/Archives/edgar/data/62709/000006270914000008/0000062709-14-000008.txt,1
ADP,8670,05-08-2016,https://www.sec.gov/Archives/edgar/data/8670/000000867016000053/0000008670-16-000053.txt,1
PRU,1137774,27-02-2014,https://www.sec.gov/Archives/edgar/data/1137774/000119312514073074/0001193125-14-073074.txt,1
FOSL,883569,31-03-2000,https://www.sec.gov/Archives/edgar/data/883569/0000912057-00-015566.txt,0
TXN,97476,24-02-2009,https://www.sec.gov/Archives/edgar/data/97476/000120677409000314/0001206774-09-000314.txt,1
UNP,100885,29-03-1994,https://www.sec.gov/Archives/edgar/data/100885/0000100885-94-000006.txt,0
MMC,62709,28-02-2011,https://www.sec.gov/Archives/edgar/data/62709/000119312511047795/0001193125-11-047795.txt,1
KMI,1506307,16-02-2016,https://www.sec.gov/Archives/edgar/data/1506307/000150630716000072/0001506307-16-000072.txt,1
EQR,906107,07-03-2002,https://www.sec.gov/Archives/edgar/data/906107/000091205702009068/0000912057-02-009068.txt,0
MO,764180,18-03-1999,https://www.sec.gov/Archives/edgar/data/764180/0001047469-99-010218.txt,0
CCL,815097,12-02-2007,https://www.sec.gov/Archives/edgar/data/815097/000116923207000579/0001169232-07-000579.txt,0
PCG,1004980,18-02-2016,https://www.sec.gov/Archives/edgar/data/1004980/000100498016000065/0001004980-16-000065.txt,1
NWL,814453,26-03-1998,https://www.sec.gov/Archives/edgar/data/814453/0000895813-98-000081.txt,0
TAP,24545,10-03-2006,https://www.sec.gov/Archives/edgar/data/24545/000104746906003212/0001047469-06-003212.txt,1
MPC,1510295,28-02-2013,https://www.sec.gov/Archives/edgar/data/1510295/000119312513084698/0001193125-13-084698.txt,1
M,794367,20-04-1995,https://www.sec.gov/Archives/edgar/data/794367/0000950152-95-000681.txt,1
TXN,97476,27-02-2004,https://www.sec.gov/Archives/edgar/data/97476/000119312504031317/0001193125-04-031317.txt,0
PFG,1126328,08-02-2017,https://www.sec.gov/Archives/edgar/data/1126328/000104746917000589/0001047469-17-000589.txt,1
MMM,66740,16-02-2010,https://www.sec.gov/Archives/edgar/data/66740/000110465910007295/0001104659-10-007295.txt,1
MSFT,789019,25-08-2006,https://www.sec.gov/Archives/edgar/data/789019/000119312506180008/0001193125-06-180008.txt,1
FTR,20520,27-02-2013,https://www.sec.gov/Archives/edgar/data/20520/000002052013000011/0000020520-13-000011.txt,1
KO,21344,28-02-2011,https://www.sec.gov/Archives/edgar/data/21344/000104746911001506/0001047469-11-001506.txt,1
BA,12927,09-02-2011,https://www.sec.gov/Archives/edgar/data/12927/000119312511028490/0001193125-11-028490.txt,1
AEP,4904,01-03-2006,https://www.sec.gov/Archives/edgar/data/4904/000000490406000034/0000004904-06-000034.txt,1
INTC,50863,17-02-2017,https://www.sec.gov/Archives/edgar/data/50863/000005086317000012/0000050863-17-000012.txt,1
LH,920148,26-02-2015,https://www.sec.gov/Archives/edgar/data/920148/000092014815000020/0000920148-15-000020.txt,1
SIAL,90185,27-03-1997,https://www.sec.gov/Archives/edgar/data/90185/0000090185-97-000004.txt,1
DOW,29915,19-02-2008,https://www.sec.gov/Archives/edgar/data/29915/000104746908001482/0001047469-08-001482.txt,0
EBAY,1065088,08-03-2004,https://www.sec.gov/Archives/edgar/data/1065088/000089161804000676/0000891618-04-000676.txt,1
FE,1031296,28-02-2007,https://www.sec.gov/Archives/edgar/data/1031296/000004077907000024/0000040779-07-000024.txt,1
JOY,801898,19-12-2014,https://www.sec.gov/Archives/edgar/data/801898/000080189814000129/0000801898-14-000129.txt,0
CBG,1138118,01-03-2011,https://www.sec.gov/Archives/edgar/data/1138118/000119312511051618/0001193125-11-051618.txt,0
MDT,1613103,23-06-2015,https://www.sec.gov/Archives/edgar/data/1613103/000161310315000028/0001613103-15-000028.txt,1
MAC,912242,12-03-2004,https://www.sec.gov/Archives/edgar/data/912242/000104746904007699/0001047469-04-007699.txt,1
JNPR,1043604,26-02-2014,https://www.sec.gov/Archives/edgar/data/1043604/000104360414000038/0001043604-14-000038.txt,0
UNP,100885,08-02-2013,https://www.sec.gov/Archives/edgar/data/100885/000119312513045658/0001193125-13-045658.txt,1
HRB,12659,29-06-2007,https://www.sec.gov/Archives/edgar/data/12659/000095013707009521/0000950137-07-009521.txt,0
ROP,882835,01-03-2007,https://www.sec.gov/Archives/edgar/data/882835/000088283507000005/0000882835-07-000005.txt,1
M,794367,13-04-2006,https://www.sec.gov/Archives/edgar/data/794367/000095015206003165/0000950152-06-003165.txt,1
GM,1467858,07-02-2017,https://www.sec.gov/Archives/edgar/data/1467858/000146785817000028/0001467858-17-000028.txt,1
TXN,97476,23-02-1996,https://www.sec.gov/Archives/edgar/data/97476/0000097476-96-000014.txt,1
LB,701985,21-04-1999,https://www.sec.gov/Archives/edgar/data/701985/0000950109-99-001502.txt,1
APC,773910,15-03-1999,https://www.sec.gov/Archives/edgar/data/773910/0000950129-99-000950.txt,1
DNR,945764,28-02-2014,https://www.sec.gov/Archives/edgar/data/945764/000094576414000014/0000945764-14-000014.txt,0
JOY,801898,21-12-2015,https://www.sec.gov/Archives/edgar/data/801898/000080189815000122/0000801898-15-000122.txt,0
PG,80424,11-09-2003,https://www.sec.gov/Archives/edgar/data/80424/000095015203008195/0000950152-03-008195.txt,1
CMS,811156,25-02-2009,https://www.sec.gov/Archives/edgar/data/811156/000095015209001765/0000950152-09-001765.txt,1
SIAL,90185,28-03-2001,https://www.sec.gov/Archives/edgar/data/90185/000102140801001907/0001021408-01-001907.txt,1
MSFT,789019,02-08-2017,https://www.sec.gov/Archives/edgar/data/789019/000156459017014900/0001564590-17-014900.txt,1
DG,29534,20-03-2014,https://www.sec.gov/Archives/edgar/data/29534/000104746914002721/0001047469-14-002721.txt,1
VTR,740260,19-02-2013,https://www.sec.gov/Archives/edgar/data/740260/000074026013000047/0000740260-13-000047.txt,0
MAT,63276,26-02-2009,https://www.sec.gov/Archives/edgar/data/63276/000119312509038925/0001193125-09-038925.txt,1
PEP,77476,28-03-1995,https://www.sec.gov/Archives/edgar/data/77476/0000077476-95-000017.txt,1
DE,315189,22-12-2003,https://www.sec.gov/Archives/edgar/data/315189/000119312503098064/0001193125-03-098064.txt,1
PX,884905,01-03-2017,https://www.sec.gov/Archives/edgar/data/884905/000088490517000007/0000884905-17-000007.txt,1
BK,1390777,28-02-2013,https://www.sec.gov/Archives/edgar/data/1390777/000119312513084562/0001193125-13-084562.txt,1
AN,350698,30-03-2001,https://www.sec.gov/Archives/edgar/data/350698/000095016801000660/0000950168-01-000660.txt,1
WMT,104169,23-04-1998,https://www.sec.gov/Archives/edgar/data/104169/0000104169-98-000003.txt,1
BA,12927,17-03-1994,https://www.sec.gov/Archives/edgar/data/12927/0000012927-94-000004.txt,1
CAT,18230,10-03-2004,https://www.sec.gov/Archives/edgar/data/18230/000001823004000161/0000018230-04-000161.txt,1
MTB,36270,23-02-2012,https://www.sec.gov/Archives/edgar/data/36270/000119312512075161/0001193125-12-075161.txt,1
DOW,29915,19-02-2010,https://www.sec.gov/Archives/edgar/data/29915/000002991510000024/0000029915-10-000024.txt,1
MCD,63908,04-03-2005,https://www.sec.gov/Archives/edgar/data/63908/000119312505042609/0001193125-05-042609.txt,1
PG,80424,10-09-1997,https://www.sec.gov/Archives/edgar/data/80424/0000080424-97-000062.txt,1
MCD,63908,28-03-1997,https://www.sec.gov/Archives/edgar/data/63908/0000063908-97-000007.txt,1
REGN,872589,06-03-2000,https://www.sec.gov/Archives/edgar/data/872589/0000889812-00-001090.txt,1
CL,21665,28-02-2008,https://www.sec.gov/Archives/edgar/data/21665/000119312508041526/0001193125-08-041526.txt,0
ADM,7084,30-08-2010,https://www.sec.gov/Archives/edgar/data/7084/000000708410000043/0000007084-10-000043.txt,0
NWS,1564708,13-08-2015,https://www.sec.gov/Archives/edgar/data/1564708/000119312515288946/0001193125-15-288946.txt,0
YUM,1041061,11-03-2003,https://www.sec.gov/Archives/edgar/data/1041061/000104106103000003/0001041061-03-000003.txt,1
MYL,69499,26-06-1996,https://www.sec.gov/Archives/edgar/data/69499/0000069499-96-000033.txt,0
YUM,1041061,16-02-2016,https://www.sec.gov/Archives/edgar/data/1041061/000104106116000056/0001041061-16-000056.txt,1
KEY,91576,02-03-2015,https://www.sec.gov/Archives/edgar/data/91576/000119312515072950/0001193125-15-072950.txt,0
ALXN,899866,06-10-2000,https://www.sec.gov/Archives/edgar/data/899866/000091205700044105/0000912057-00-044105.txt,1
M,794367,03-04-2013,https://www.sec.gov/Archives/edgar/data/794367/000079436713000092/0000794367-13-000092.txt,1
VTR,740260,13-02-2015,https://www.sec.gov/Archives/edgar/data/740260/000074026015000062/0000740260-15-000062.txt,0
PNC,713676,29-02-2012,https://www.sec.gov/Archives/edgar/data/713676/000119312512087345/0001193125-12-087345.txt,1
AVY,8818,23-02-2017,https://www.sec.gov/Archives/edgar/data/8818/000104746917000881/0001047469-17-000881.txt,1
MRK,310158,01-03-2010,https://www.sec.gov/Archives/edgar/data/310158/000095012310018679/0000950123-10-018679.txt,1
L,60086,27-02-2008,https://www.sec.gov/Archives/edgar/data/60086/000006008608000018/0000060086-08-000018.txt,0
FISV,798354,15-03-2006,https://www.sec.gov/Archives/edgar/data/798354/000119312506055120/0001193125-06-055120.txt,1
WY,106535,17-02-2016,https://www.sec.gov/Archives/edgar/data/106535/000010653516000046/0000106535-16-000046.txt,1
KRFT,1545158,19-02-2015,https://www.sec.gov/Archives/edgar/data/1545158/000154515815000018/0001545158-15-000018.txt,1
EBAY,1065088,31-01-2012,https://www.sec.gov/Archives/edgar/data/1065088/000106508812000006/0001065088-12-000006.txt,1
LLY,59478,24-02-2012,https://www.sec.gov/Archives/edgar/data/59478/000119312512078393/0001193125-12-078393.txt,1
PGR,80661,31-03-1997,https://www.sec.gov/Archives/edgar/data/80661/0000950152-97-002528.txt,1
LUV,92380,04-02-2002,https://www.sec.gov/Archives/edgar/data/92380/000095013402000776/0000950134-02-000776.txt,0
XRAY,818479,20-02-2009,https://www.sec.gov/Archives/edgar/data/818479/000081847909000034/0000818479-09-000034.txt,1
DFS,1393612,25-02-2014,https://www.sec.gov/Archives/edgar/data/1393612/000139361214000012/0001393612-14-000012.txt,1
XLNX,743988,23-05-2013,https://www.sec.gov/Archives/edgar/data/743988/000074398813000018/0000743988-13-000018.txt,1
T,732717,18-02-2016,https://www.sec.gov/Archives/edgar/data/732717/000073271716000147/0000732717-16-000147.txt,1
R,85961,26-02-2004,https://www.sec.gov/Archives/edgar/data/85961/000095014404001726/0000950144-04-001726.txt,1
PCG,1004980,16-02-2012,https://www.sec.gov/Archives/edgar/data/1004980/000119312512065537/0001193125-12-065537.txt,1
CCL,815097,29-01-2014,https://www.sec.gov/Archives/edgar/data/815097/000119312514025514/0001193125-14-025514.txt,1
IBM,51143,10-03-2003,https://www.sec.gov/Archives/edgar/data/51143/000104746903008194/0001047469-03-008194.txt,1
TWX,1105705,27-02-2006,https://www.sec.gov/Archives/edgar/data/1105705/000095014406001556/0000950144-06-001556.txt,1
MYL,69499,20-05-2005,https://www.sec.gov/Archives/edgar/data/69499/000095015205004620/0000950152-05-004620.txt,1
RRC,315852,23-02-2006,https://www.sec.gov/Archives/edgar/data/315852/000095013406003597/0000950134-06-003597.txt,1
MMM,66740,13-02-2014,https://www.sec.gov/Archives/edgar/data/66740/000110465914009773/0001104659-14-009773.txt,1
AMZN,1018724,01-02-2012,https://www.sec.gov/Archives/edgar/data/1018724/000119312512032846/0001193125-12-032846.txt,1
BMY,14272,31-03-1998,https://www.sec.gov/Archives/edgar/data/14272/0000014272-98-000002.txt,1
HBAN,49196,17-02-2016,https://www.sec.gov/Archives/edgar/data/49196/000004919616000032/0000049196-16-000032.txt,1
UPS,1090727,05-03-2004,https://www.sec.gov/Archives/edgar/data/1090727/000095014404002063/0000950144-04-002063.txt,1
CELG,816284,01-03-2011,https://www.sec.gov/Archives/edgar/data/816284/000095012311020640/0000950123-11-020640.txt,1
ARG,804212,22-05-2013,https://www.sec.gov/Archives/edgar/data/804212/000080421213000015/0000804212-13-000015.txt,1
AMT,1053507,29-02-2012,https://www.sec.gov/Archives/edgar/data/1053507/000119312512086162/0001193125-12-086162.txt,1
CCL,815097,25-02-1999,https://www.sec.gov/Archives/edgar/data/815097/0000815097-99-000003.txt,1
APC,773910,04-03-2004,https://www.sec.gov/Archives/edgar/data/773910/000095012904001009/0000950129-04-001009.txt,1
ADSK,769397,15-03-2012,https://www.sec.gov/Archives/edgar/data/769397/000076939712000005/0000769397-12-000005.txt,1
MSFT,789019,05-09-2003,https://www.sec.gov/Archives/edgar/data/789019/000119312503045632/0001193125-03-045632.txt,1
SIAL,90185,09-02-2011,https://www.sec.gov/Archives/edgar/data/90185/000119312511028579/0001193125-11-028579.txt,0
HIG,874766,27-02-2004,https://www.sec.gov/Archives/edgar/data/874766/000094857204000011/0000948572-04-000011.txt,1
SNI,1430602,05-03-2009,https://www.sec.gov/Archives/edgar/data/1430602/000119312509046284/0001193125-09-046284.txt,1
DIS,1001039,21-11-2007,https://www.sec.gov/Archives/edgar/data/1001039/000119312507252227/0001193125-07-252227.txt,0
XRAY,818479,20-02-2013,https://www.sec.gov/Archives/edgar/data/818479/000081847913000008/0000818479-13-000008.txt,1
M,794367,19-04-2000,https://www.sec.gov/Archives/edgar/data/794367/0000950152-00-002963.txt,0
ECL,31462,26-02-2010,https://www.sec.gov/Archives/edgar/data/31462/000110465910010302/0001104659-10-010302.txt,1
MCO,1059556,29-02-2008,https://www.sec.gov/Archives/edgar/data/1059556/000119312508042583/0001193125-08-042583.txt,0
BAC,70858,23-02-2012,https://www.sec.gov/Archives/edgar/data/70858/000007085812000155/0000070858-12-000155.txt,1
FL,850209,29-03-2010,https://www.sec.gov/Archives/edgar/data/850209/000114420410016376/0001144204-10-016376.txt,1
EMR,32604,19-11-2013,https://www.sec.gov/Archives/edgar/data/32604/000003260413000044/0000032604-13-000044.txt,1
BAC,70858,22-03-1999,https://www.sec.gov/Archives/edgar/data/70858/0000950168-99-000782.txt,0
LH,920148,26-02-2008,https://www.sec.gov/Archives/edgar/data/920148/000092014808000071/0000920148-08-000071.txt,0
LMT,936468,09-02-2017,https://www.sec.gov/Archives/edgar/data/936468/000119312517036192/0001193125-17-036192.txt,1
YUM,1041061,22-02-2017,https://www.sec.gov/Archives/edgar/data/1041061/000104106117000016/0001041061-17-000016.txt,1
DLTR,935703,12-04-2006,https://www.sec.gov/Archives/edgar/data/935703/000093570306000017/0000935703-06-000017.txt,1
LMT,936468,28-02-2005,https://www.sec.gov/Archives/edgar/data/936468/000119312505038829/0001193125-05-038829.txt,1
SHW,89800,28-02-2007,https://www.sec.gov/Archives/edgar/data/89800/000095015207001637/0000950152-07-001637.txt,0
VFC,103379,03-03-2010,https://www.sec.gov/Archives/edgar/data/103379/000095012310020525/0000950123-10-020525.txt,1
WFC,72971,12-03-2004,https://www.sec.gov/Archives/edgar/data/72971/000095013404003387/0000950134-04-003387.txt,1
PBCT,1378946,02-03-2009,https://www.sec.gov/Archives/edgar/data/1378946/000119312509042663/0001193125-09-042663.txt,0
GMCR,909954,27-12-2000,https://www.sec.gov/Archives/edgar/data/909954/000090995400000011/0000909954-00-000011.txt,1
YUM,1041061,17-02-2010,https://www.sec.gov/Archives/edgar/data/1041061/000104106110000011/0001041061-10-000011.txt,1
R,85961,03-03-2003,https://www.sec.gov/Archives/edgar/data/85961/000095014403002557/0000950144-03-002557.txt,1
MYL,69499,24-02-2011,https://www.sec.gov/Archives/edgar/data/69499/000095012311017896/0000950123-11-017896.txt,1
DLTR,935703,15-03-2012,https://www.sec.gov/Archives/edgar/data/935703/000093570312000007/0000935703-12-000007.txt,0
JEC,52988,21-11-2011,https://www.sec.gov/Archives/edgar/data/52988/000119312511318681/0001193125-11-318681.txt,0
RSG,1060391,27-03-2003,https://www.sec.gov/Archives/edgar/data/1060391/000095014403003923/0000950144-03-003923.txt,1
LRCX,707549,13-08-2015,https://www.sec.gov/Archives/edgar/data/707549/000119312515290023/0001193125-15-290023.txt,1
FSLR,1274494,16-03-2007,https://www.sec.gov/Archives/edgar/data/1274494/000095015307000576/0000950153-07-000576.txt,1
PNC,713676,01-03-2013,https://www.sec.gov/Archives/edgar/data/713676/000119312513085012/0001193125-13-085012.txt,1
